dt,Frick Chemistry TonHrs,Frick Chemistry Steam meter,Frick Chemistry KWH VM,Moffitt Lab Steam Meter,Moffitt Lab KWh,Neuro Science TonHrs,Neuro Science Steam Meter,Neuro Science KWH VM,Fine Hall TonHrs,Fine Hall Steam Meter,Fine Hall KWH VM,Jadwin Physics TonHrs VM,Jadwin Physics Steam VM,Jadwin physics KWH VM
2019/10/11 0:00,5083.8,19195.4,22013.1,,2730.9,4302.8,14940.2,16832.1,873.8,18129.9,4919.3,5435.8,15339.2,16807.3
2019/10/12 0:00,4876.1,30701.4,20842.1,,2641,4105.3,943.9,15270.7,681.6,19255,4257.6,5428.9,25276.9,16155.8
2019/10/13 0:00,4152.8,20845.5,20944.5,,2639,3882.1,499.3,15141.2,583.7,19245.6,3808.8,5271.8,25294.1,16047
2019/10/14 0:00,7157,38984.1,23641.7,,2715.6,5499.2,1210.7,17229.2,1098.4,19480,4724.1,6854.2,21982.1,17268.5
2019/10/15 0:00,4438.9,49001,23638.8,,2695.2,4142.3,10001.2,16668.1,829.7,18781.4,4757.5,5769.6,28889.5,18984.8
2019/10/16 0:00,7198.1,55001.8,24294.7,,2718.5,5404,107.6,16814.7,1136.2,18923,4726,7521.6,25243.4,19601.9
2019/10/17 0:00,3597.5,57309.7,23811.1,,2685.1,2884.8,5132.8,16882.8,690.8,18712,4754.3,5027.1,26870.1,18385.4
2019/10/18 0:00,3308.9,60710.9,23217.9,,2618.2,3119.4,9722.3,16883.7,684.8,18857.1,4756.8,4351.8,32641.7,17314.5
2019/10/19 0:00,3321.5,61447.3,22341.8,,2555.1,2499.5,15532.6,15158.3,471.1,19291.8,4116.5,3856.5,33533.9,16175.2
2019/10/20 0:00,2840.6,54790.3,21755.1,,2498.3,1884.8,258.9,14922.2,396.8,18401,4257.2,4076.1,28784.1,16323.3
2019/10/21 0:00,4849.4,50523.2,23938.7,,2577.5,3338.9,859.1,16576.2,852.5,18526.4,4868.9,5826.5,26824.8,18554.6
2019/10/22 0:00,5847.2,43706.8,23964.9,,2623.4,5649.6,258.8,16685.2,1081.8,18892.3,4901.8,7718.6,22680.6,19509
2019/10/23 0:00,7987.5,52271.9,24013.8,,2636.4,4474.1,3842.1,16828.1,922.4,18812.6,4808.8,6983,25743,19649.4
2019/10/24 0:00,7987.5,61254.3,24401.2,,2596.8,4209.3,18155,16941.2,874.2,18861,4708.5,5442.7,31595.6,18696.2
2019/10/25 0:00,7987.5,57728,23913.2,,2610.8,3771.7,1534.3,16886,879.2,18582,4679.3,5434,27707.8,17691.8
2019/10/26 0:00,7987.5,35077.3,21691.8,,2512.4,3599.6,202.9,15502.1,659,18840,4015.7,5109.3,26451.8,16244.2
2019/10/27 0:00,7987.5,27374.7,21550.6,,2522.1,6476,86.6,15225.7,1013.4,19177,3941.9,7634.9,21709,16704.3
2019/10/28 0:00,7987.5,47152.8,22666.7,,2577.4,3929.9,789.9,16910.8,922,18800.5,4572,6081.8,23863.4,17867.1
2019/10/29 0:00,7987.5,39130.8,21375.8,,2599.4,5211.6,317.9,16963.4,955,18723.9,4517.3,7475,22921.8,18854.2
2019/10/30 0:00,7987.5,46166.2,21854.4,,2641.8,7758.6,200.1,17608.7,1185,18741.5,4537.7,8947.9,21870.1,19134.6
2019/10/31 0:00,7987.5,40292.7,24544.7,,2662.9,12424.4,1038.9,17679.4,1964,18903.1,4450.4,11917.8,21427.5,18401.4
2019/11/01 0:00,7991,66204.95,23574.35,,2640.9,7465.2,20078.35,16642.45,1138.9,19461.85,4280.35,7686.55,30894.5,17280.3
2019/11/02 0:00,7994.5,92117.2,22604,,2618.9,2506,39117.8,15605.5,313.8,20020.6,4110.3,3455.3,40361.5,16159.2
2019/11/03 0:00,8329,91726.6,22756.4,,2709.7,2224.7,40823.5,16111.6,337.4,20851.3,4227,3438,41741,16332
2019/11/04 0:00,7996,93244.5,24303.3,,2690.9,3072.3,48837,17252.2,612.7,20169.2,4780.8,3944.5,38100.1,16588.5
2019/11/05 0:00,7993.2,72351.9,24304.7,,2590.6,3081.6,2494.2,17124.2,661.5,18716.7,4769.8,5003.9,32359.6,17609.1
2019/11/06 0:00,7993.2,99053.7,24915,,2585.6,2913.1,36142.6,17242.4,326.1,19394.7,4687.8,4831.4,34927.3,18881
2019/11/07 0:00,7993.2,99053.7,24915,,2585.6,2913.1,36142.6,17242.4,326.1,19394.7,4687.8,4831.4,34927.3,18881
